Applicant_ID,Age,Gender,Marital_Status,Dependents,Education_Level,Employment_Type,Annual_Income,Credit_Score,Existing_Loans,Loan_Amount,Loan_Term_Months,Loan_Purpose,Collateral_Value,City,Loan_to_Income_Ratio,Debt_to_Income_Ratio,Late_Payments_Count,Default_History,Loan_Status
A0806,56,Female,Married,3,Graduate,Self-employed,212467,869,3,614743,48,Vehicle,1447839,Indore,2.89,1.57,2,No,Rejected
A0807,44,Male,Married,2,Highschool,Salaried,1289601,392,1,139080,24,Home,1339487,Indore,0.11,0.1,0,No,Rejected
A0808,51,Female,Married,3,Graduate,Retired,1392755,491,2,206242,24,Personal,1327067,Mumbai,0.15,0.16,4,Yes,Rejected
A0809,26,Male,Single,1,Postgraduate,Salaried,1245851,402,1,929154,240,Business,102063,Delhi,0.75,0.09,1,No,Rejected
A0810,22,Male,Married,3,Highschool,Self-employed,277994,695,3,614080,36,Vehicle,1596966,Delhi,2.21,1.38,0,No,Rejected
A0811,40,Female,Single,1,Highschool,Self-employed,294202,306,3,1177624,180,Education,1577127,Indore,4.0,0.88,1,No,Rejected
A0812,48,Male,Married,3,Highschool,Self-employed,767769,866,3,1027281,180,Medical,370729,Jaipur,1.34,0.32,5,Yes,Rejected
A0813,31,Male,Married,0,Highschool,Retired,644854,530,2,1465431,48,Medical,1116014,Lucknow,2.27,0.75,5,Yes,Rejected
A0814,24,Female,Married,2,Postgraduate,Salaried,948987,873,0,267403,12,Business,1144935,Mumbai,0.28,0.28,3,Yes,Rejected
A0815,35,Female,Married,0,Graduate,Self-employed,360185,539,3,356392,120,Home,423756,Jaipur,0.99,0.6,5,Yes,Rejected
A0816,26,Female,Single,3,Graduate,Salaried,284363,389,3,120968,12,Home,654539,Delhi,0.43,1.06,4,Yes,Rejected
A0817,50,Male,Married,3,Graduate,Self-employed,525188,531,3,1382993,240,Business,1542663,Mumbai,2.63,0.47,0,No,Rejected
A0818,58,Female,Married,3,Highschool,Self-employed,411027,756,3,876230,12,Business,1517518,Chennai,2.13,2.57,5,Yes,Rejected
A0819,22,Female,Married,1,Graduate,Self-employed,1178534,532,2,1058298,36,Vehicle,456985,Pune,0.9,0.4,1,No,Rejected
A0820,35,Male,Single,2,Graduate,Salaried,473958,653,0,1490179,36,Business,696203,Ahmedabad,3.14,1.05,4,Yes,Rejected
A0821,31,Female,Married,2,Graduate,Self-employed,472168,632,0,936624,60,Education,27690,Mumbai,1.98,0.4,5,Yes,Rejected
A0822,28,Female,Married,3,Postgraduate,Salaried,1095668,738,0,693453,240,Vehicle,527282,Delhi,0.63,0.03,2,No,Approved
A0823,46,Female,Single,3,Graduate,Salaried,782124,674,3,954082,12,Medical,1152109,Jaipur,1.22,1.45,1,No,Rejected
A0824,25,Male,Single,1,Graduate,Self-employed,1184588,591,3,846470,180,Medical,1116122,Chennai,0.71,0.2,1,No,Rejected
A0825,26,Male,Married,0,Postgraduate,Salaried,455095,644,0,253329,180,Medical,1449169,Ahmedabad,0.56,0.04,3,Yes,Rejected
A0826,46,Male,Married,0,Highschool,Self-employed,681632,727,0,1249164,240,Medical,340716,Ahmedabad,1.83,0.09,2,No,Rejected
A0827,24,Male,Single,2,Highschool,Salaried,449717,429,3,877110,12,Personal,550755,Mumbai,1.95,2.35,3,Yes,Rejected
A0828,39,Female,Single,1,Highschool,Salaried,1281516,440,3,1462392,36,Education,770878,Ahmedabad,1.14,0.52,5,Yes,Rejected
A0829,40,Male,Single,3,Graduate,Self-employed,729954,714,1,1080812,36,Vehicle,655408,Chennai,1.48,0.58,2,No,Rejected
A0830,53,Male,Single,2,Graduate,Salaried,1404740,392,1,832943,60,Vehicle,168050,Lucknow,0.59,0.16,1,No,Rejected
A0831,40,Female,Married,1,Graduate,Salaried,1116185,583,1,1432833,60,Medical,1557658,Jaipur,1.28,0.31,3,Yes,Rejected
A0832,32,Female,Married,0,Postgraduate,Self-employed,1109834,522,0,1411414,24,Home,513672,Mumbai,1.27,0.64,4,Yes,Rejected
A0833,21,Female,Married,1,Graduate,Salaried,406717,762,2,115588,240,Vehicle,1882614,Ahmedabad,0.28,0.31,2,No,Approved
A0834,46,Male,Married,0,Graduate,Salaried,226505,844,3,817116,48,Education,999078,Lucknow,3.61,1.7,1,No,Rejected
A0835,34,Male,Single,1,Highschool,Salaried,647603,575,1,557301,12,Business,1933120,Jaipur,0.86,0.95,0,No,Rejected
A0836,58,Male,Married,2,Highschool,Self-employed,1029601,439,2,866719,240,Education,1646278,Bhopal,0.84,0.16,2,No,Rejected
A0837,57,Female,Married,0,Graduate,Self-employed,1452930,656,3,345456,180,Medical,879577,Lucknow,0.24,0.14,2,No,Rejected
A0838,31,Female,Widowed,2,Graduate,Self-employed,1169246,322,2,1212949,12,Medical,704582,Bhopal,1.04,1.14,5,Yes,Rejected
A0839,56,Male,Married,2,Postgraduate,Salaried,412204,569,0,630992,60,Personal,572403,Bhopal,1.53,0.31,4,Yes,Rejected
A0840,33,Female,Single,0,Highschool,Self-employed,1499270,632,0,1188712,60,Vehicle,876038,Lucknow,0.79,0.16,5,Yes,Rejected
A0841,23,Female,Married,0,Highschool,Self-employed,449836,384,0,147361,24,Vehicle,1613511,Ahmedabad,0.33,0.16,2,No,Rejected
A0842,53,Female,Single,3,Graduate,Self-employed,958849,330,1,945279,48,Vehicle,1103183,Bhopal,0.99,0.31,2,No,Rejected
A0843,26,Male,Married,3,Highschool,Salaried,728168,539,3,242513,24,Medical,1499202,Ahmedabad,0.33,0.41,4,Yes,Rejected
A0844,30,Female,Single,3,Highschool,Self-employed,636670,662,0,114677,180,Vehicle,1070572,Ahmedabad,0.18,0.01,4,Yes,Rejected
A0845,25,Female,Single,2,Graduate,Self-employed,1173215,688,1,1412588,48,Home,972425,Jaipur,1.2,0.35,3,Yes,Rejected
A0846,43,Male,Married,2,Highschool,Salaried,767827,598,1,1477984,120,Home,1132273,Kolkata,1.92,0.27,1,No,Rejected
A0847,30,Male,Single,3,Graduate,Salaried,440056,670,1,171939,12,Business,1356742,Chennai,0.39,0.53,1,No,Rejected
A0848,22,Female,Married,2,Highschool,Self-employed,1467633,398,1,1426452,24,Vehicle,826580,Ahmedabad,0.97,0.53,3,Yes,Rejected
A0849,33,Female,Single,2,Highschool,Salaried,707800,346,0,511742,60,Personal,1640628,Jaipur,0.72,0.14,1,No,Rejected
A0850,22,Male,Married,0,Graduate,Retired,1353419,721,1,859848,24,Business,1926909,Pune,0.64,0.36,2,No,Approved
A0851,40,Male,Married,0,Postgraduate,Self-employed,643942,779,0,908826,120,Medical,352868,Bhopal,1.41,0.14,3,Yes,Rejected
A0852,21,Female,Married,2,Graduate,Salaried,248784,878,0,1283750,24,Vehicle,1959774,Mumbai,5.16,2.58,3,Yes,Rejected
A0853,57,Female,Single,3,Graduate,Salaried,313034,361,1,595062,12,Home,239190,Ahmedabad,1.9,2.09,1,No,Rejected
A0854,29,Female,Single,1,Highschool,Salaried,634044,408,0,222366,120,Personal,8888,Lucknow,0.35,0.04,0,No,Rejected
A0855,37,Female,Single,3,Graduate,Retired,1302938,848,3,296164,240,Business,1792602,Bhopal,0.23,0.15,1,No,Approved
A0856,29,Male,Single,1,Highschool,Salaried,253997,418,3,892644,240,Personal,435413,Bhopal,3.51,0.88,5,Yes,Rejected
A0857,31,Female,Married,3,Graduate,Self-employed,381413,897,2,923837,240,Vehicle,1001830,Pune,2.42,0.44,0,No,Rejected
A0858,35,Female,Divorced,0,Graduate,Salaried,1000981,681,3,492776,60,Education,1270008,Mumbai,0.49,0.28,3,Yes,Rejected
A0859,44,Male,Married,2,Postgraduate,Salaried,1043352,691,0,1487781,60,Personal,361085,Jaipur,1.43,0.29,0,No,Rejected
A0860,58,Female,Married,2,Graduate,Salaried,940686,351,0,456440,240,Personal,1990554,Pune,0.49,0.02,2,No,Rejected
A0861,55,Male,Married,0,Highschool,Salaried,984752,588,3,941618,240,Medical,279477,Chennai,0.96,0.23,4,Yes,Rejected
A0862,50,Female,Married,1,Highschool,Retired,357255,636,1,1061743,240,Home,501616,Bhopal,2.97,0.32,0,No,Rejected
A0863,51,Female,Single,1,Postgraduate,Salaried,1080292,503,1,634820,36,Vehicle,560643,Ahmedabad,0.59,0.25,5,Yes,Rejected
A0864,25,Male,Divorced,1,Graduate,Salaried,748912,537,0,310126,240,Personal,230487,Ahmedabad,0.41,0.02,4,Yes,Rejected
A0865,34,Male,Married,0,Graduate,Salaried,770993,681,1,1089516,120,Vehicle,653974,Pune,1.41,0.22,2,No,Rejected
A0866,31,Female,Married,1,Highschool,Salaried,1046822,435,2,1135340,36,Home,467119,Chennai,1.08,0.48,5,Yes,Rejected
A0867,29,Female,Single,0,Graduate,Salaried,268369,706,2,1364927,36,Medical,983762,Indore,5.09,2.14,4,Yes,Rejected
A0868,54,Female,Married,3,Highschool,Self-employed,1450469,807,3,1477260,12,Vehicle,1735081,Delhi,1.02,1.14,2,No,Rejected
A0869,32,Male,Married,3,Postgraduate,Salaried,900146,661,3,203021,24,Home,773890,Lucknow,0.23,0.31,4,Yes,Rejected
A0870,55,Female,Married,0,Graduate,Salaried,950046,680,1,889703,60,Home,249434,Lucknow,0.94,0.25,4,Yes,Rejected
A0871,55,Male,Married,2,Postgraduate,Salaried,847999,875,0,100209,60,Business,889602,Indore,0.12,0.02,1,No,Approved
A0872,21,Male,Single,3,Highschool,Retired,276425,553,3,322071,24,Medical,1386395,Bhopal,1.17,1.23,5,Yes,Rejected
A0873,42,Female,Widowed,1,Graduate,Salaried,696297,776,2,1132345,60,Medical,1229502,Jaipur,1.63,0.5,5,Yes,Rejected
A0874,49,Male,Single,0,Graduate,Salaried,1218543,413,3,906409,24,Vehicle,591952,Mumbai,0.74,0.52,0,No,Rejected
A0875,28,Female,Married,1,Graduate,Self-employed,311915,319,3,1353790,120,Education,500638,Indore,4.34,1.01,5,Yes,Rejected
A0876,31,Female,Single,1,Postgraduate,Salaried,585105,827,2,1258496,12,Business,610441,Chennai,2.15,2.36,5,Yes,Rejected
A0877,57,Female,Married,2,Postgraduate,Salaried,683414,444,0,461732,240,Medical,1666480,Ahmedabad,0.68,0.03,4,Yes,Rejected
A0878,34,Female,Divorced,1,Postgraduate,Salaried,1353248,507,3,1479404,12,Home,1870293,Delhi,1.09,1.23,3,Yes,Rejected
A0879,50,Female,Single,2,Graduate,Self-employed,1013071,830,3,1378720,180,Medical,1304925,Bhopal,1.36,0.27,1,No,Rejected
A0880,55,Male,Married,3,Highschool,Salaried,518821,675,3,1010294,12,Education,1459325,Delhi,1.95,2.29,0,No,Rejected
A0881,41,Male,Single,0,Highschool,Self-employed,232930,803,1,1416327,24,Personal,950128,Mumbai,6.08,3.3,1,No,Rejected
A0882,57,Female,Divorced,1,Postgraduate,Salaried,1321889,465,3,316194,180,Personal,571284,Ahmedabad,0.24,0.15,0,No,Rejected
A0883,25,Female,Married,0,Highschool,Salaried,949211,849,2,456930,24,Medical,309091,Chennai,0.48,0.37,2,No,Approved
A0884,39,Male,Married,1,Graduate,Salaried,1361729,480,0,488550,240,Medical,421172,Lucknow,0.36,0.02,4,Yes,Rejected
A0885,34,Male,Single,0,Graduate,Salaried,432911,743,0,283011,48,Business,1886038,Mumbai,0.65,0.16,5,Yes,Rejected
A0886,46,Male,Widowed,1,Graduate,Self-employed,1344634,631,2,773954,180,Medical,451813,Indore,0.58,0.13,5,Yes,Rejected
A0887,24,Male,Married,1,Postgraduate,Salaried,287876,802,1,107399,240,Education,1877451,Lucknow,0.37,0.23,3,Yes,Rejected
A0888,45,Female,Single,1,Graduate,Salaried,809654,378,2,1042621,240,Medical,652632,Lucknow,1.29,0.21,1,No,Rejected
A0889,45,Female,Married,1,Graduate,Salaried,737691,884,0,198662,60,Vehicle,229685,Chennai,0.27,0.05,1,No,Approved
A0890,38,Male,Single,1,Highschool,Retired,972838,695,2,1444337,60,Education,327608,Indore,1.48,0.42,1,No,Rejected
A0891,28,Female,Married,1,Graduate,Salaried,461420,402,1,762858,48,Business,1700883,Pune,1.65,0.54,5,Yes,Rejected
A0892,59,Male,Single,1,Highschool,Retired,677843,701,0,872592,48,Vehicle,135024,Mumbai,1.29,0.32,1,No,Rejected
A0893,34,Female,Married,1,Graduate,Salaried,535639,523,1,1016283,12,Vehicle,974384,Jaipur,1.9,2.01,4,Yes,Rejected
A0894,52,Male,Married,1,Postgraduate,Salaried,363004,817,2,473221,240,Personal,183273,Kolkata,1.3,0.4,0,No,Rejected
A0895,58,Female,Single,0,Postgraduate,Salaried,558234,535,3,1134023,48,Education,644742,Ahmedabad,2.03,0.83,5,Yes,Rejected
A0896,53,Male,Single,2,Highschool,Salaried,596601,726,2,896060,24,Vehicle,124444,Chennai,1.5,0.95,4,Yes,Rejected
A0897,43,Male,Single,1,Graduate,Salaried,781529,415,1,493545,240,Business,374319,Ahmedabad,0.63,0.11,2,No,Rejected
A0898,35,Female,Married,2,Postgraduate,Salaried,865727,462,2,400763,36,Personal,304604,Mumbai,0.46,0.29,4,Yes,Rejected
A0899,53,Male,Single,1,Highschool,Retired,265030,525,3,1155608,24,Vehicle,1202444,Indore,4.36,2.86,4,Yes,Rejected
A0900,45,Female,Married,1,Highschool,Self-employed,1412980,529,1,1448754,180,Education,162818,Jaipur,1.03,0.11,2,No,Rejected
A0901,37,Female,Single,0,Highschool,Self-employed,1202682,481,2,726946,48,Personal,480001,Kolkata,0.6,0.25,4,Yes,Rejected
A0902,53,Male,Single,3,Graduate,Salaried,1455973,548,1,1007555,60,Education,1048591,Delhi,0.69,0.18,0,No,Rejected
A0903,22,Female,Married,3,Highschool,Salaried,679702,617,1,147850,24,Education,1884765,Jaipur,0.22,0.2,5,Yes,Rejected
A0904,34,Female,Single,0,Postgraduate,Salaried,305185,509,0,379916,60,Education,1205605,Chennai,1.24,0.25,3,Yes,Rejected
A0905,59,Female,Divorced,2,Graduate,Self-employed,1284980,691,0,448249,24,Personal,605829,Ahmedabad,0.35,0.17,2,No,Rejected
A0906,26,Female,Married,3,Graduate,Retired,255182,395,1,534895,60,Vehicle,1594156,Jaipur,2.1,0.65,5,Yes,Rejected
A0907,26,Female,Married,0,Highschool,Salaried,903023,385,2,1086275,120,Medical,1433414,Bhopal,1.2,0.25,1,No,Rejected
A0908,23,Male,Married,0,Graduate,Salaried,1052318,714,2,104576,24,Home,162948,Indore,0.1,0.16,0,No,Approved
A0909,27,Female,Married,3,Graduate,Salaried,545992,693,2,534848,180,Vehicle,716087,Indore,0.98,0.29,3,Yes,Rejected
A0910,28,Female,Single,2,Graduate,Salaried,1141631,800,3,1396868,60,Personal,1095622,Bhopal,1.22,0.4,0,No,Rejected
A0911,35,Female,Single,0,Graduate,Salaried,1044124,881,1,910586,36,Home,1587681,Lucknow,0.87,0.35,0,No,Rejected
A0912,49,Female,Single,1,Graduate,Salaried,1474037,432,1,1427885,180,Home,1058335,Lucknow,0.97,0.11,1,No,Rejected
A0913,53,Female,Married,2,Postgraduate,Self-employed,1020217,613,3,114439,12,Home,1228080,Mumbai,0.11,0.29,3,Yes,Rejected
A0914,50,Male,Single,2,Postgraduate,Salaried,808434,520,1,1367699,24,Medical,1317132,Pune,1.69,0.92,0,No,Rejected
A0915,59,Female,Married,3,Graduate,Salaried,1206630,737,1,863445,36,Business,1499549,Delhi,0.72,0.29,1,No,Approved
A0916,47,Male,Widowed,3,Highschool,Retired,688195,345,3,1448483,12,Personal,282648,Bhopal,2.1,2.37,2,No,Rejected
A0917,56,Male,Married,1,Highschool,Salaried,772285,491,0,216189,24,Medical,1419220,Mumbai,0.28,0.14,1,No,Rejected
A0918,49,Male,Married,0,Highschool,Salaried,344375,819,1,1258866,36,Medical,270651,Ahmedabad,3.66,1.39,4,Yes,Rejected
A0919,58,Male,Single,3,Graduate,Salaried,235187,678,3,1081598,36,Business,1069626,Bhopal,4.6,2.3,5,Yes,Rejected
A0920,53,Female,Married,3,Graduate,Salaried,1189280,633,2,905896,180,Home,398036,Pune,0.76,0.15,1,No,Rejected
A0921,57,Male,Married,2,Graduate,Salaried,857253,338,0,1059540,120,Business,1973915,Bhopal,1.24,0.12,1,No,Rejected
A0922,47,Male,Single,3,Postgraduate,Self-employed,1286666,592,2,223980,36,Business,486383,Pune,0.17,0.15,1,No,Rejected
A0923,53,Female,Single,3,Postgraduate,Salaried,1182426,461,1,327021,120,Medical,1148729,Pune,0.28,0.08,0,No,Rejected
A0924,24,Female,Divorced,3,Postgraduate,Salaried,977766,630,0,788630,48,Personal,1848595,Pune,0.81,0.2,3,Yes,Rejected
A0925,42,Female,Married,3,Graduate,Self-employed,741797,403,3,1190875,180,Education,231329,Indore,1.61,0.35,1,No,Rejected
A0926,22,Male,Married,2,Graduate,Salaried,268653,460,1,841165,240,Business,1630596,Jaipur,3.13,0.38,1,No,Rejected
A0927,30,Female,Married,1,Highschool,Self-employed,892289,353,3,131541,60,Business,576209,Indore,0.15,0.23,4,Yes,Rejected
A0928,25,Female,Married,1,Highschool,Self-employed,466186,333,0,1484265,180,Home,1487291,Mumbai,3.18,0.21,4,Yes,Rejected
A0929,30,Male,Married,0,Highschool,Salaried,1442222,541,2,575759,12,Home,1690598,Indore,0.4,0.48,2,No,Rejected
A0930,53,Female,Married,3,Graduate,Self-employed,487166,412,1,847358,60,Medical,1039786,Indore,1.74,0.47,2,No,Rejected
A0931,58,Female,Single,2,Graduate,Salaried,752226,617,1,229188,60,Home,1965112,Ahmedabad,0.3,0.14,4,Yes,Rejected
A0932,33,Female,Married,0,Postgraduate,Retired,1423326,322,3,308150,240,Vehicle,137912,Bhopal,0.22,0.14,3,Yes,Rejected
A0933,51,Female,Married,0,Highschool,Salaried,1104603,857,0,576186,120,Business,496586,Indore,0.52,0.05,2,No,Approved
A0934,56,Male,Married,1,Graduate,Retired,460710,417,3,319073,240,Home,555728,Kolkata,0.69,0.43,5,Yes,Rejected
A0935,44,Female,Married,2,Graduate,Self-employed,1480896,511,0,580620,240,Personal,1608047,Pune,0.39,0.02,5,Yes,Rejected
A0936,35,Female,Married,2,Highschool,Salaried,1048152,717,1,644444,60,Vehicle,1931180,Bhopal,0.61,0.18,3,Yes,Rejected
A0937,49,Male,Married,2,Graduate,Salaried,912165,412,0,841196,36,Medical,1706325,Lucknow,0.92,0.31,4,Yes,Rejected
A0938,28,Female,Married,1,Highschool,Retired,1325054,343,1,768795,120,Education,638803,Ahmedabad,0.58,0.1,2,No,Rejected
A0939,25,Male,Married,1,Graduate,Self-employed,1138193,427,0,825010,60,Business,1433903,Jaipur,0.72,0.14,1,No,Rejected
A0940,49,Female,Married,1,Graduate,Salaried,1375677,457,2,801696,120,Business,328443,Ahmedabad,0.58,0.15,4,Yes,Rejected
A0941,24,Male,Single,1,Highschool,Self-employed,788033,693,0,1222207,48,Personal,1793397,Pune,1.55,0.39,2,No,Rejected
A0942,32,Male,Married,1,Highschool,Salaried,1244385,811,2,924341,120,Education,1009589,Bhopal,0.74,0.17,3,Yes,Rejected
A0943,22,Male,Single,3,Graduate,Salaried,1380859,344,0,693775,24,Education,1688367,Jaipur,0.5,0.25,5,Yes,Rejected
A0944,47,Male,Single,3,Postgraduate,Salaried,593445,407,0,1038972,36,Medical,1087599,Delhi,1.75,0.58,3,Yes,Rejected
A0945,51,Female,Married,2,Graduate,Salaried,641758,518,3,585825,12,Medical,1229677,Chennai,0.91,1.19,2,No,Rejected
A0946,56,Male,Married,0,Graduate,Self-employed,1350065,742,3,409799,24,Vehicle,302085,Ahmedabad,0.3,0.29,3,Yes,Rejected
A0947,56,Female,Widowed,2,Graduate,Salaried,756107,614,1,527557,24,Business,1495742,Jaipur,0.7,0.43,2,No,Rejected
A0948,46,Male,Married,0,Postgraduate,Self-employed,247779,476,3,819542,240,Home,908109,Mumbai,3.31,0.89,2,No,Rejected
A0949,47,Male,Married,1,Postgraduate,Salaried,789872,527,0,1200362,240,Medical,742319,Jaipur,1.52,0.08,3,Yes,Rejected
A0950,25,Male,Married,0,Graduate,Salaried,1497391,566,3,168304,24,Personal,76054,Chennai,0.11,0.18,0,No,Rejected
A0951,40,Female,Married,2,Graduate,Salaried,1044464,678,0,465750,60,Personal,1376083,Pune,0.45,0.09,1,No,Rejected
A0952,31,Male,Single,2,Postgraduate,Salaried,577218,788,2,1326162,120,Personal,501772,Bhopal,2.3,0.44,4,Yes,Rejected
A0953,30,Female,Single,0,Graduate,Salaried,1014468,589,0,584103,120,Medical,586030,Delhi,0.58,0.06,5,Yes,Rejected
A0954,58,Female,Single,3,Graduate,Salaried,345364,656,1,155107,180,Medical,1041963,Mumbai,0.45,0.2,1,No,Rejected
A0955,26,Female,Married,1,Highschool,Salaried,727340,503,2,622058,60,Personal,1539688,Jaipur,0.86,0.34,4,Yes,Rejected
A0956,28,Female,Single,1,Postgraduate,Salaried,1447486,512,1,1393767,36,Medical,569503,Kolkata,0.96,0.36,4,Yes,Rejected
A0957,43,Female,Single,2,Postgraduate,Salaried,529963,851,1,450041,60,Home,1042585,Indore,0.85,0.28,5,Yes,Rejected
A0958,46,Female,Single,3,Highschool,Salaried,1225607,622,1,1221153,60,Home,1882865,Pune,1.0,0.25,1,No,Rejected
A0959,32,Female,Widowed,0,Graduate,Self-employed,1395268,893,3,839663,60,Vehicle,1890484,Ahmedabad,0.6,0.25,5,Yes,Rejected
A0960,46,Female,Single,1,Graduate,Retired,1279037,480,1,504062,36,Business,159245,Ahmedabad,0.39,0.18,2,No,Rejected
A0961,33,Female,Married,3,Highschool,Salaried,1215930,798,2,360933,180,Home,1451187,Chennai,0.3,0.12,5,Yes,Rejected
A0962,38,Male,Single,1,Postgraduate,Salaried,1258048,619,0,382068,36,Vehicle,846200,Pune,0.3,0.1,3,Yes,Rejected
A0963,45,Male,Married,3,Highschool,Salaried,1055695,382,1,769242,48,Education,1290019,Mumbai,0.73,0.24,0,No,Rejected
A0964,53,Male,Single,3,Highschool,Retired,312036,602,2,1104059,180,Business,1526535,Lucknow,3.54,0.62,0,No,Rejected
A0965,32,Male,Single,2,Graduate,Salaried,388674,561,1,1149671,48,Home,1152167,Delhi,2.96,0.89,0,No,Rejected
A0966,56,Male,Married,1,Graduate,Salaried,487667,499,0,466349,48,Education,1297621,Mumbai,0.96,0.24,1,No,Rejected
A0967,24,Female,Single,0,Highschool,Salaried,1089694,539,2,1128719,48,Vehicle,1619093,Delhi,1.04,0.37,1,No,Rejected
A0968,25,Female,Single,2,Graduate,Salaried,790348,594,2,821975,120,Home,1992719,Bhopal,1.04,0.26,2,No,Rejected
A0969,57,Female,Single,2,Graduate,Salaried,863759,811,0,588409,24,Home,1946714,Bhopal,0.68,0.34,0,No,Approved
A0970,28,Female,Single,0,Highschool,Self-employed,1109121,695,2,931710,24,Medical,62583,Pune,0.84,0.53,2,No,Rejected
A0971,48,Female,Single,2,Highschool,Salaried,243162,437,0,151999,48,Education,255931,Pune,0.63,0.16,0,No,Rejected
A0972,51,Female,Single,3,Graduate,Salaried,473497,428,2,1429064,48,Home,1208572,Ahmedabad,3.02,1.01,1,No,Rejected
A0973,29,Female,Married,3,Highschool,Salaried,312313,348,2,301587,12,Personal,1698875,Indore,0.97,1.35,3,Yes,Rejected
A0974,49,Male,Married,1,Postgraduate,Salaried,228477,592,0,363356,240,Medical,1514761,Chennai,1.59,0.08,3,Yes,Rejected
A0975,34,Male,Married,1,Postgraduate,Retired,286373,835,0,240073,24,Medical,1340824,Indore,0.84,0.42,3,Yes,Rejected
A0976,42,Male,Single,0,Postgraduate,Salaried,893464,610,2,1227360,240,Home,764948,Mumbai,1.37,0.2,5,Yes,Rejected
A0977,31,Male,Divorced,1,Highschool,Self-employed,918730,836,2,985155,240,Medical,824026,Ahmedabad,1.07,0.18,3,Yes,Rejected
A0978,43,Female,Single,3,Postgraduate,Salaried,268359,533,0,443288,12,Business,265808,Delhi,1.65,1.65,4,Yes,Rejected
A0979,21,Female,Single,0,Graduate,Salaried,1392564,508,3,655656,240,Education,1845536,Lucknow,0.47,0.15,0,No,Rejected
A0980,57,Female,Married,0,Graduate,Retired,1374726,393,0,1209736,180,Business,1732126,Jaipur,0.88,0.06,3,Yes,Rejected
A0981,41,Male,Single,1,Highschool,Salaried,673919,626,2,781214,12,Vehicle,721393,Kolkata,1.16,1.34,4,Yes,Rejected
A0982,46,Female,Single,3,Highschool,Self-employed,1016117,524,2,372859,240,Business,454377,Bhopal,0.37,0.14,4,Yes,Rejected
A0983,56,Female,Married,0,Graduate,Salaried,1037566,310,2,683072,240,Personal,728537,Indore,0.66,0.15,4,Yes,Rejected
A0984,43,Female,Married,3,Graduate,Self-employed,551060,628,0,491337,60,Medical,652692,Chennai,0.89,0.18,2,No,Rejected
A0985,21,Male,Married,3,Highschool,Salaried,1356543,311,2,1175373,240,Medical,1250240,Lucknow,0.87,0.13,2,No,Rejected
A0986,35,Female,Married,3,Graduate,Salaried,294455,334,3,1458293,120,Personal,1343619,Lucknow,4.95,1.11,4,Yes,Rejected
A0987,41,Male,Widowed,1,Highschool,Self-employed,1423981,746,1,662193,180,Medical,857411,Bhopal,0.47,0.07,5,Yes,Rejected
A0988,29,Male,Single,2,Graduate,Retired,439646,751,3,1039077,36,Business,541529,Kolkata,2.36,1.2,3,Yes,Rejected
A0989,29,Male,Single,2,Graduate,Retired,389937,519,0,753939,24,Vehicle,832643,Pune,1.93,0.97,0,No,Rejected
A0990,30,Male,Single,0,Postgraduate,Self-employed,672312,740,2,428206,48,Home,1636336,Lucknow,0.64,0.34,5,Yes,Rejected
A0991,46,Female,Married,3,Postgraduate,Self-employed,1036188,834,0,1454183,240,Personal,205320,Mumbai,1.4,0.07,1,No,Rejected
A0992,55,Male,Married,1,Graduate,Salaried,585007,894,1,199596,180,Business,991261,Mumbai,0.34,0.13,2,No,Approved
A0993,45,Male,Divorced,3,Graduate,Salaried,261192,528,0,981450,48,Business,31346,Pune,3.76,0.94,3,Yes,Rejected
A0994,46,Female,Married,3,Graduate,Salaried,391758,643,2,1146072,36,Business,1654060,Delhi,2.93,1.28,3,Yes,Rejected
A0995,31,Female,Married,1,Postgraduate,Salaried,1035165,379,1,774502,180,Home,366595,Ahmedabad,0.75,0.11,1,No,Rejected
A0996,58,Male,Single,2,Graduate,Salaried,1483737,652,1,911536,24,Education,732484,Pune,0.61,0.35,1,No,Rejected
A0997,22,Female,Married,3,Highschool,Salaried,1012425,695,2,108625,180,Medical,1937916,Kolkata,0.11,0.13,3,Yes,Rejected
A0998,27,Male,Widowed,3,Highschool,Salaried,486287,589,2,1449919,48,Medical,1484012,Mumbai,2.98,0.99,1,No,Rejected
A0999,38,Male,Married,2,Graduate,Self-employed,1247635,754,2,509142,48,Vehicle,1197590,Lucknow,0.41,0.2,3,Yes,Rejected
A1000,47,Male,Single,1,Graduate,Salaried,915637,427,0,393362,60,Education,1884175,Mumbai,0.43,0.09,5,Yes,Rejected
